episode,env_steps_total,episode_reward,score,survival_steps,epsilon,loss_mean,terminated,truncated,death_reason,fruit_reward_sum,distance_shaping_reward_sum,death_penalty_sum
0,129,-6.0,0,129,0.948775,0.0,True,False,wall,0.0,4.0,-10.0
1,161,-13.0,0,32,0.948472,0.0,True,False,wall,0.0,-3.0,-10.0
2,209,-13.0,0,48,0.948017,0.0,True,False,wall,0.0,-3.0,-10.0
3,240,-10.0,0,31,0.947723,0.0,True,False,wall,0.0,0.0,-10.0
4,319,-12.0,0,79,0.946974,2.3341,True,False,wall,0.0,-2.0,-10.0
5,363,-15.0,0,44,0.946558,13.1788,True,False,wall,0.0,-5.0,-10.0
6,395,-7.0,0,32,0.946255,2.5256,True,False,wall,0.0,3.0,-10.0
7,414,-3.0,1,19,0.946075,1.4937,True,False,wall,10.0,-3.0,-10.0
8,439,-16.0,0,25,0.945839,1.3779,True,False,wall,0.0,-6.0,-10.0
9,575,-9.0,0,136,0.944553,18.5667,True,False,wall,0.0,1.0,-10.0
10,593,-15.0,0,18,0.944383,3.5146,True,False,wall,0.0,-5.0,-10.0
11,675,-19.0,0,82,0.943609,2.2115,True,False,wall,0.0,-9.0,-10.0
12,713,-5.0,0,38,0.943251,2.8941,True,False,wall,0.0,5.0,-10.0
13,835,-3.0,0,122,0.942101,1.9249,True,False,wall,0.0,7.0,-10.0
14,879,-15.0,0,44,0.941686,1.5705,True,False,wall,0.0,-5.0,-10.0
15,935,2.0,1,56,0.941159,2.0998,True,False,wall,10.0,2.0,-10.0
16,947,-21.0,0,12,0.941046,2.6482,True,False,wall,0.0,-11.0,-10.0
17,979,-17.0,0,32,0.940745,2.5923,True,False,wall,0.0,-7.0,-10.0
18,992,-14.0,0,13,0.940623,2.4298,True,False,wall,0.0,-4.0,-10.0
19,1069,-16.0,0,77,0.939899,3.0114,True,False,wall,0.0,-6.0,-10.0
20,1128,20.0,2,59,0.939344,4.4749,True,False,wall,20.0,10.0,-10.0
21,1192,-15.0,0,64,0.938743,11.3176,True,False,wall,0.0,-5.0,-10.0
22,1228,-17.0,0,36,0.938405,68.5174,True,False,wall,0.0,-7.0,-10.0
23,1247,0.0,0,19,0.938227,244.8466,True,False,wall,0.0,10.0,-10.0
24,1268,-20.0,0,21,0.93803,264.1053,True,False,wall,0.0,-10.0,-10.0
25,1314,-15.0,0,46,0.937599,180.7002,True,False,wall,0.0,-5.0,-10.0
26,1341,11.0,1,27,0.937346,219.4219,True,False,wall,10.0,11.0,-10.0
27,1355,-17.0,0,14,0.937214,286.4096,True,False,wall,0.0,-7.0,-10.0
28,1378,-8.0,0,23,0.936999,173.9804,True,False,wall,0.0,2.0,-10.0
29,1423,-12.0,0,45,0.936577,39.8098,True,False,wall,0.0,-2.0,-10.0
30,1448,-18.0,0,25,0.936343,12.6688,True,False,wall,0.0,-8.0,-10.0
31,1522,-13.0,0,74,0.93565,6.8779,True,False,wall,0.0,-3.0,-10.0
32,1605,-20.0,0,83,0.934874,4.3136,True,False,wall,0.0,-10.0,-10.0
33,1629,-11.0,0,24,0.93465,3.6469,True,False,wall,0.0,-1.0,-10.0
34,1646,-14.0,0,17,0.934491,3.5085,True,False,wall,0.0,-4.0,-10.0
35,1668,6.0,1,22,0.934285,3.1705,True,False,wall,10.0,6.0,-10.0
36,1688,-19.0,0,20,0.934099,3.2008,True,False,wall,0.0,-9.0,-10.0
37,1711,-12.0,0,23,0.933884,3.3837,True,False,wall,0.0,-2.0,-10.0
38,1733,-11.0,0,22,0.933678,3.2297,True,False,wall,0.0,-1.0,-10.0
39,1757,-15.0,0,24,0.933454,2.5289,True,False,wall,0.0,-5.0,-10.0
40,1780,-14.0,0,23,0.93324,2.5281,True,False,wall,0.0,-4.0,-10.0
41,1794,-19.0,0,14,0.933109,2.4351,True,False,wall,0.0,-9.0,-10.0
42,1822,-15.0,0,28,0.932848,3.3684,True,False,wall,0.0,-5.0,-10.0
43,1840,-1.0,0,18,0.93268,2.6415,True,False,wall,0.0,9.0,-10.0
44,1855,-4.0,0,15,0.93254,2.6785,True,False,wall,0.0,6.0,-10.0
