episode,env_steps_total,episode_reward,score,survival_steps,epsilon,loss_mean,terminated,truncated,death_reason,fruit_reward_sum,distance_shaping_reward_sum,death_penalty_sum
0,54,6.0,1,54,0.949487,0.0,True,False,wall,10.0,6.0,-10.0
1,109,-14.0,0,55,0.948965,0.0,True,False,wall,0.0,-4.0,-10.0
2,149,-17.0,0,40,0.948586,0.0,True,False,wall,0.0,-7.0,-10.0
3,174,-18.0,0,25,0.948348,0.0,True,False,wall,0.0,-8.0,-10.0
4,227,-12.0,0,53,0.947846,0.0,True,False,wall,0.0,-2.0,-10.0
5,269,-17.0,0,42,0.947448,3.2696,True,False,wall,0.0,-7.0,-10.0
6,299,15.0,2,30,0.947164,3.1563,True,False,wall,20.0,5.0,-10.0
7,393,-7.0,0,94,0.946274,3.492,True,False,wall,0.0,3.0,-10.0
8,403,-17.0,0,10,0.946179,4.5294,True,False,wall,0.0,-7.0,-10.0
9,428,14.0,2,25,0.945943,2.9166,True,False,wall,20.0,4.0,-10.0
10,542,0.0,1,114,0.944865,1.3163,True,False,wall,10.0,0.0,-10.0
11,566,-7.0,0,24,0.944638,1.3021,True,False,wall,0.0,3.0,-10.0
12,670,-17.0,0,104,0.943656,0.4952,True,False,wall,0.0,-7.0,-10.0
13,696,-17.0,0,26,0.943411,1.153,True,False,wall,0.0,-7.0,-10.0
14,713,-14.0,0,17,0.943251,1.3767,True,False,wall,0.0,-4.0,-10.0
15,746,-6.0,0,33,0.942939,1.2391,True,False,wall,0.0,4.0,-10.0
16,834,-2.0,1,88,0.94211,0.9561,True,False,wall,10.0,-2.0,-10.0
17,859,-3.0,1,25,0.941874,0.9436,True,False,wall,10.0,-3.0,-10.0
18,904,-14.0,0,45,0.941451,0.8021,True,False,wall,0.0,-4.0,-10.0
19,938,-17.0,0,34,0.941131,0.4907,True,False,wall,0.0,-7.0,-10.0
20,981,-5.0,1,43,0.940726,0.7035,True,False,wall,10.0,-5.0,-10.0
21,1061,-19.0,0,80,0.939974,0.8305,True,False,wall,0.0,-9.0,-10.0
22,1091,-15.0,0,30,0.939692,0.9034,True,False,wall,0.0,-5.0,-10.0
23,1136,-20.0,0,45,0.939269,0.6154,True,False,wall,0.0,-10.0,-10.0
24,1180,-19.0,0,44,0.938856,0.4337,True,False,wall,0.0,-9.0,-10.0
25,1307,-4.0,0,127,0.937664,0.3403,True,False,wall,0.0,6.0,-10.0
26,1355,-17.0,0,48,0.937214,0.3515,True,False,wall,0.0,-7.0,-10.0
27,1378,-12.0,0,23,0.936999,0.3718,True,False,wall,0.0,-2.0,-10.0
28,1414,-19.0,0,36,0.936662,0.5008,True,False,wall,0.0,-9.0,-10.0
29,1448,-13.0,0,34,0.936343,0.5443,True,False,wall,0.0,-3.0,-10.0
30,1467,-18.0,0,19,0.936165,0.9338,True,False,wall,0.0,-8.0,-10.0
31,1593,-19.0,0,126,0.934986,0.4287,True,False,wall,0.0,-9.0,-10.0
32,1613,-17.0,0,20,0.934799,0.6755,True,False,wall,0.0,-7.0,-10.0
33,1653,-13.0,0,40,0.934426,0.6814,True,False,wall,0.0,-3.0,-10.0
34,1668,-16.0,0,15,0.934285,0.5813,True,False,wall,0.0,-6.0,-10.0
35,1692,-5.0,0,24,0.934061,0.568,True,False,wall,0.0,5.0,-10.0
36,1733,-18.0,0,41,0.933678,0.4858,True,False,wall,0.0,-8.0,-10.0
37,1759,-21.0,0,26,0.933436,0.4129,True,False,wall,0.0,-11.0,-10.0
38,1780,-16.0,0,21,0.93324,0.5515,True,False,wall,0.0,-6.0,-10.0
39,1804,-15.0,0,24,0.933016,0.8732,True,False,wall,0.0,-5.0,-10.0
40,1823,-10.0,0,19,0.932838,0.7559,True,False,wall,0.0,0.0,-10.0
41,1840,-8.0,0,17,0.93268,0.9676,True,False,wall,0.0,2.0,-10.0
42,1885,-12.0,0,45,0.93226,0.4393,True,False,wall,0.0,-2.0,-10.0
43,1898,-18.0,0,13,0.932139,0.7704,True,False,wall,0.0,-8.0,-10.0
44,1936,-5.0,0,38,0.931785,0.5367,True,False,wall,0.0,5.0,-10.0
45,2019,1.0,1,83,0.931012,0.3659,True,False,wall,10.0,1.0,-10.0
46,2070,-20.0,0,51,0.930537,0.3181,True,False,wall,0.0,-10.0,-10.0
47,2091,-20.0,0,21,0.930342,0.3019,True,False,wall,0.0,-10.0,-10.0
48,2149,-19.0,0,58,0.929802,0.3618,True,False,wall,0.0,-9.0,-10.0
49,2182,-20.0,0,33,0.929496,0.3393,True,False,wall,0.0,-10.0,-10.0
50,2210,-13.0,0,28,0.929235,0.3036,True,False,wall,0.0,-3.0,-10.0
51,2249,-2.0,0,39,0.928873,0.4985,True,False,wall,0.0,8.0,-10.0
52,2281,-15.0,0,32,0.928576,0.2342,True,False,wall,0.0,-5.0,-10.0
53,2336,-18.0,0,55,0.928065,0.2605,True,False,wall,0.0,-8.0,-10.0
54,2355,-4.0,0,19,0.927889,0.2745,True,False,wall,0.0,6.0,-10.0
55,2422,-10.0,0,67,0.927267,0.3878,True,False,wall,0.0,0.0,-10.0
56,2510,17.0,2,88,0.926452,0.4623,True,False,wall,20.0,7.0,-10.0
57,2522,1.0,0,12,0.926341,0.2358,True,False,wall,0.0,11.0,-10.0
58,2632,-15.0,0,110,0.925322,0.3252,True,False,wall,0.0,-5.0,-10.0
59,2695,7.0,1,63,0.924739,0.4303,True,False,wall,10.0,7.0,-10.0
60,2773,-21.0,0,78,0.924018,0.2614,True,False,wall,0.0,-11.0,-10.0
61,2786,-8.0,0,13,0.923898,0.4959,True,False,wall,0.0,2.0,-10.0
62,2812,1.0,0,26,0.923658,1.0011,True,False,wall,0.0,11.0,-10.0
63,2842,-5.0,0,30,0.923381,0.8421,True,False,wall,0.0,5.0,-10.0
64,2873,-14.0,0,31,0.923095,0.6875,True,False,wall,0.0,-4.0,-10.0
65,2917,-9.0,0,44,0.922689,0.5936,True,False,wall,0.0,1.0,-10.0
66,2964,-10.0,0,47,0.922255,0.5319,True,False,wall,0.0,0.0,-10.0
67,2994,-13.0,0,30,0.921979,0.8,True,False,wall,0.0,-3.0,-10.0
68,3044,-5.0,0,50,0.921518,0.4595,True,False,wall,0.0,5.0,-10.0
69,3105,-16.0,0,61,0.920956,0.3301,True,False,wall,0.0,-6.0,-10.0
70,3136,-8.0,0,31,0.92067,0.3282,True,False,wall,0.0,2.0,-10.0
71,3178,-4.0,1,42,0.920284,0.2608,True,False,wall,10.0,-4.0,-10.0
72,3307,-10.0,0,129,0.919097,0.2934,True,False,wall,0.0,0.0,-10.0
73,3330,-14.0,0,23,0.918886,0.3925,True,False,wall,0.0,-4.0,-10.0
74,3366,-19.0,0,36,0.918555,0.5043,True,False,wall,0.0,-9.0,-10.0
75,3408,2.0,1,42,0.918169,0.2915,True,False,wall,10.0,2.0,-10.0
76,3429,-4.0,0,21,0.917977,0.396,True,False,wall,0.0,6.0,-10.0
77,3458,-10.0,0,29,0.917711,0.3862,True,False,wall,0.0,0.0,-10.0
78,3503,-7.0,1,45,0.917298,0.2922,True,False,wall,10.0,-7.0,-10.0
79,3517,-5.0,0,14,0.917169,0.3016,True,False,wall,0.0,5.0,-10.0
80,3684,-4.0,0,167,0.915639,0.217,True,False,wall,0.0,6.0,-10.0
81,3713,-16.0,0,29,0.915373,0.434,True,False,wall,0.0,-6.0,-10.0
82,3728,-12.0,0,15,0.915236,0.5114,True,False,wall,0.0,-2.0,-10.0
83,3800,1.0,0,72,0.914577,0.5496,True,False,wall,0.0,11.0,-10.0
84,3816,-13.0,0,16,0.914431,0.5071,True,False,wall,0.0,-3.0,-10.0
85,3833,-22.0,0,17,0.914276,0.4827,True,False,wall,0.0,-12.0,-10.0
86,3845,-19.0,0,12,0.914166,0.5637,True,False,wall,0.0,-9.0,-10.0
87,3913,-8.0,1,68,0.913544,0.3286,True,False,wall,10.0,-8.0,-10.0
88,3985,-5.0,0,72,0.912887,0.372,True,False,wall,0.0,5.0,-10.0
89,4019,-21.0,0,34,0.912577,0.6104,True,False,wall,0.0,-11.0,-10.0
90,4065,4.0,1,46,0.912157,0.5358,True,False,wall,10.0,4.0,-10.0
91,4129,-17.0,0,64,0.911573,0.408,True,False,wall,0.0,-7.0,-10.0
92,4142,-8.0,0,13,0.911455,0.2998,True,False,wall,0.0,2.0,-10.0
93,4215,-3.0,1,73,0.91079,0.2457,True,False,wall,10.0,-3.0,-10.0
94,4449,-15.0,0,234,0.908661,0.2031,True,False,wall,0.0,-5.0,-10.0
95,4462,-16.0,0,13,0.908543,0.3937,True,False,wall,0.0,-6.0,-10.0
96,4482,10.0,1,20,0.908361,0.2599,True,False,wall,10.0,10.0,-10.0
97,4538,-9.0,0,56,0.907853,0.2318,True,False,wall,0.0,1.0,-10.0
98,4595,-10.0,0,57,0.907335,0.241,True,False,wall,0.0,0.0,-10.0
