episode,env_steps_total,episode_reward,score,survival_steps,epsilon,loss_mean,terminated,truncated,death_reason,fruit_reward_sum,distance_shaping_reward_sum,death_penalty_sum,planner_intervention_count,all_actions_unsafe_count
899,413725,741.0,39,449,0.055108,0.6209,True,False,body,390.0,361.0,-10.0,24,1
900,414147,679.0,34,422,0.055081,0.6096,True,False,body,340.0,349.0,-10.0,16,1
901,414758,903.0,45,611,0.055043,0.6054,True,False,body,450.0,463.0,-10.0,23,1
902,415169,669.0,37,411,0.055017,0.6201,True,False,body,370.0,309.0,-10.0,26,1
903,415496,506.0,26,327,0.054996,0.6327,True,False,body,260.0,256.0,-10.0,17,1
904,415908,617.0,34,412,0.054971,0.6135,True,False,body,340.0,287.0,-10.0,23,1
905,416382,766.0,41,474,0.054941,0.6007,True,False,body,410.0,366.0,-10.0,25,1
906,417007,877.0,47,625,0.054903,0.6027,True,False,body,470.0,417.0,-10.0,57,1
907,417353,579.0,30,346,0.054882,0.6131,True,False,body,300.0,289.0,-10.0,15,1
908,417952,835.0,45,599,0.054845,0.5981,True,False,body,450.0,395.0,-10.0,43,1
909,418409,756.0,40,457,0.054818,0.6113,True,False,body,400.0,366.0,-10.0,9,1
910,419198,1058.0,56,789,0.05477,0.6119,True,False,body,560.0,508.0,-10.0,66,1
911,419690,739.0,38,492,0.054741,0.6231,True,False,wall,380.0,369.0,-10.0,21,1
912,420133,681.0,35,443,0.054715,0.6197,True,False,body,350.0,341.0,-10.0,7,1
913,420799,977.0,50,666,0.054676,0.6434,True,False,body,500.0,487.0,-10.0,54,1
914,421323,727.0,40,524,0.054645,0.619,True,False,body,400.0,337.0,-10.0,43,1
915,421675,518.0,31,352,0.054625,0.6341,True,False,body,310.0,218.0,-10.0,34,1
916,422259,789.0,38,584,0.054591,0.6343,True,False,body,380.0,419.0,-10.0,46,1
917,422576,545.0,29,317,0.054573,0.63,True,False,body,290.0,265.0,-10.0,13,1
918,423079,838.0,48,503,0.054544,0.628,True,False,wall,480.0,368.0,-10.0,29,1
919,423975,1179.0,64,896,0.054494,0.6295,True,False,body,640.0,549.0,-10.0,89,1
920,424571,850.0,45,596,0.05446,0.6079,True,False,body,450.0,410.0,-10.0,51,1
921,424782,343.0,19,211,0.054449,0.6149,True,False,body,190.0,163.0,-10.0,4,1
922,425348,848.0,45,566,0.054417,0.6013,True,False,body,450.0,408.0,-10.0,30,1
923,425659,525.0,29,311,0.0544,0.6117,True,False,body,290.0,245.0,-10.0,11,1
924,426366,993.0,51,707,0.054362,0.6152,True,False,body,510.0,493.0,-10.0,45,1
925,426729,609.0,33,363,0.054342,0.6065,True,False,body,330.0,289.0,-10.0,9,1
926,426834,159.0,9,105,0.054336,0.608,True,False,body,90.0,79.0,-10.0,3,1
927,427266,687.0,36,432,0.054313,0.6177,True,False,body,360.0,337.0,-10.0,22,1
928,427756,714.0,37,490,0.054286,0.6094,True,False,body,370.0,354.0,-10.0,31,1
929,428433,874.0,48,677,0.05425,0.6336,True,False,body,480.0,404.0,-10.0,88,1
930,429175,1152.0,61,742,0.054211,0.6473,True,False,body,610.0,552.0,-10.0,42,1
931,429914,1019.0,53,739,0.054172,0.6381,True,False,body,530.0,499.0,-10.0,51,1
932,430200,501.0,30,286,0.054157,0.6546,True,False,body,300.0,211.0,-10.0,15,1
933,430698,719.0,40,498,0.054132,0.6396,True,False,body,400.0,329.0,-10.0,38,1
934,431380,975.0,52,682,0.054097,0.6454,True,False,wall,520.0,465.0,-10.0,59,1
935,431839,686.0,36,459,0.054073,0.6521,True,False,body,360.0,336.0,-10.0,33,1
936,432266,672.0,34,427,0.054051,0.6432,True,False,body,340.0,342.0,-10.0,25,1
937,432491,375.0,21,225,0.05404,0.6477,True,False,body,210.0,175.0,-10.0,12,1
938,433083,931.0,52,592,0.05401,0.6494,True,False,body,520.0,421.0,-10.0,27,1
939,433519,658.0,37,436,0.053988,0.6597,True,False,body,370.0,298.0,-10.0,28,1
940,433688,287.0,17,169,0.05398,0.653,True,False,wall,170.0,127.0,-10.0,4,1
941,434257,809.0,43,569,0.053952,0.6486,True,False,body,430.0,389.0,-10.0,53,1
942,434667,688.0,41,410,0.053932,0.6538,True,False,body,410.0,288.0,-10.0,25,1
943,435059,620.0,33,392,0.053912,0.6519,True,False,body,330.0,300.0,-10.0,14,1
944,435952,1014.0,56,893,0.053869,0.6897,True,False,body,560.0,464.0,-10.0,81,1
945,436817,1075.0,55,865,0.053827,0.6926,True,False,body,550.0,535.0,-10.0,76,1
946,437566,988.0,50,749,0.053792,0.7086,True,False,body,500.0,498.0,-10.0,67,1
947,437783,410.0,26,217,0.053781,0.7167,True,False,body,260.0,160.0,-10.0,17,1
948,438682,1113.0,59,899,0.053739,0.6884,True,False,body,590.0,533.0,-10.0,87,1
949,439288,890.0,49,606,0.053711,0.681,True,False,body,490.0,410.0,-10.0,42,1
950,439607,530.0,26,319,0.053696,0.6662,True,False,body,260.0,280.0,-10.0,1,1
951,440294,921.0,49,687,0.053665,0.6565,True,False,wall,490.0,441.0,-10.0,61,1
952,440931,969.0,51,637,0.053636,0.6611,True,False,wall,510.0,469.0,-10.0,26,1
953,441684,1076.0,56,753,0.053601,0.686,True,False,body,560.0,526.0,-10.0,54,1
954,442365,994.0,52,681,0.053571,0.6974,True,False,wall,520.0,484.0,-10.0,63,1
955,442634,448.0,24,269,0.053559,0.6946,True,False,body,240.0,218.0,-10.0,9,1
956,443008,602.0,31,374,0.053542,0.6822,True,False,body,310.0,302.0,-10.0,17,1
957,443880,1157.0,64,872,0.053504,0.6676,True,False,body,640.0,527.0,-10.0,93,1
958,444488,927.0,48,608,0.053477,0.6895,True,False,body,480.0,457.0,-10.0,50,1
959,445076,880.0,47,588,0.053452,0.6744,True,False,body,470.0,420.0,-10.0,39,1
960,445509,649.0,35,433,0.053433,0.6725,True,False,body,350.0,309.0,-10.0,34,1
961,446405,1138.0,59,896,0.053395,0.6723,True,False,body,590.0,558.0,-10.0,67,1
962,446590,342.0,20,185,0.053387,0.6443,True,False,body,200.0,152.0,-10.0,18,1
963,447066,762.0,41,476,0.053367,0.6554,True,False,body,410.0,362.0,-10.0,31,1
964,447795,1024.0,54,729,0.053337,0.6418,True,False,body,540.0,494.0,-10.0,71,1
965,448826,1364.0,68,1031,0.053294,0.6544,True,False,wall,680.0,694.0,-10.0,77,1
966,449252,688.0,35,426,0.053276,0.657,True,False,wall,350.0,348.0,-10.0,18,1
967,449804,824.0,45,552,0.053254,0.6412,True,False,body,450.0,384.0,-10.0,46,1
968,450286,738.0,37,482,0.053234,0.6247,True,False,body,370.0,378.0,-10.0,22,1
969,450609,508.0,26,323,0.053221,0.6233,True,False,wall,260.0,258.0,-10.0,14,1
970,451037,704.0,37,428,0.053204,0.6208,True,False,body,370.0,344.0,-10.0,26,1
971,451590,887.0,43,553,0.053182,0.6488,True,False,body,430.0,467.0,-10.0,10,1
972,452328,1044.0,55,738,0.053153,0.6413,True,False,body,550.0,504.0,-10.0,42,1
973,452968,948.0,49,640,0.053128,0.625,True,False,body,490.0,468.0,-10.0,43,1
974,453365,668.0,36,397,0.053112,0.6238,True,False,body,360.0,318.0,-10.0,25,1
975,453899,741.0,38,534,0.053092,0.6202,True,False,body,380.0,371.0,-10.0,37,1
976,454366,728.0,38,467,0.053074,0.6355,True,False,body,380.0,358.0,-10.0,30,1
977,455167,1071.0,57,801,0.053043,0.6151,True,False,body,570.0,511.0,-10.0,74,1
978,455871,1036.0,55,704,0.053016,0.6232,True,False,body,550.0,496.0,-10.0,41,1
979,456386,834.0,46,515,0.052997,0.6203,True,False,body,460.0,384.0,-10.0,25,1
980,456720,587.0,32,334,0.052984,0.6204,True,False,body,320.0,277.0,-10.0,9,1
981,457653,1186.0,60,933,0.05295,0.6464,True,False,body,600.0,596.0,-10.0,83,1
982,458394,1046.0,54,741,0.052923,0.6521,True,False,body,540.0,516.0,-10.0,83,1
983,458934,849.0,46,540,0.052903,0.6351,True,False,body,460.0,399.0,-10.0,37,1
984,459558,913.0,48,624,0.05288,0.6436,True,False,body,480.0,443.0,-10.0,46,1
985,460109,896.0,46,551,0.052861,0.6385,True,False,body,460.0,446.0,-10.0,26,1
986,460974,1140.0,58,865,0.05283,0.636,True,False,body,580.0,570.0,-10.0,56,1
987,461479,718.0,38,505,0.052812,0.624,True,False,body,380.0,348.0,-10.0,40,1
988,462196,963.0,51,717,0.052787,0.6255,True,False,body,510.0,463.0,-10.0,63,1
989,463055,1109.0,59,859,0.052757,0.6304,True,False,body,590.0,529.0,-10.0,88,1
990,463695,934.0,49,640,0.052735,0.6206,True,False,body,490.0,454.0,-10.0,50,1
991,464511,1014.0,51,816,0.052707,0.6485,True,False,body,510.0,514.0,-10.0,61,1
992,464782,423.0,21,271,0.052698,0.6671,True,False,wall,210.0,223.0,-10.0,7,1
993,465178,588.0,31,396,0.052685,0.6372,True,False,wall,310.0,288.0,-10.0,13,1
994,465629,699.0,37,451,0.05267,0.6352,True,False,wall,370.0,339.0,-10.0,23,1
995,466163,827.0,40,534,0.052652,0.6321,True,False,body,400.0,437.0,-10.0,28,1
996,466411,409.0,22,248,0.052644,0.6412,True,False,body,220.0,199.0,-10.0,11,1
997,467193,1107.0,58,782,0.052618,0.6361,True,False,body,580.0,537.0,-10.0,75,1
998,467559,647.0,36,366,0.052606,0.6622,True,False,body,360.0,297.0,-10.0,12,1
999,467995,692.0,37,436,0.052592,0.6586,True,False,body,370.0,332.0,-10.0,21,1
1000,468354,589.0,31,359,0.05258,0.6598,True,False,body,310.0,289.0,-10.0,21,1
1001,469362,1175.0,62,1008,0.052548,0.6453,True,False,body,620.0,565.0,-10.0,127,1
1002,469671,530.0,30,309,0.052538,0.6443,True,False,body,300.0,240.0,-10.0,13,1
1003,470060,619.0,35,389,0.052526,0.6279,True,False,wall,350.0,279.0,-10.0,20,1
1004,470618,855.0,48,558,0.052508,0.6367,True,False,body,480.0,385.0,-10.0,47,1
1005,471202,858.0,45,584,0.05249,0.6431,True,False,body,450.0,418.0,-10.0,48,1
1006,471899,968.0,48,697,0.052469,0.6347,True,False,body,480.0,498.0,-10.0,37,1
1007,472484,836.0,44,585,0.052451,0.6316,True,False,body,440.0,406.0,-10.0,45,1
1008,473387,1153.0,57,903,0.052423,0.6344,True,False,body,570.0,593.0,-10.0,80,1
1009,473678,492.0,28,291,0.052414,0.6289,True,False,body,280.0,222.0,-10.0,13,1
1010,473985,496.0,26,307,0.052405,0.6301,True,False,body,260.0,246.0,-10.0,16,1
1011,474802,1144.0,60,817,0.052381,0.6141,True,False,body,600.0,554.0,-10.0,71,1
1012,475198,620.0,33,396,0.052369,0.6424,True,False,body,330.0,300.0,-10.0,23,1
1013,475890,962.0,49,692,0.052348,0.6579,True,False,body,490.0,482.0,-10.0,55,1
1014,476649,1005.0,55,759,0.052326,0.626,True,False,body,550.0,465.0,-10.0,63,1
1015,477233,900.0,47,584,0.052309,0.618,True,False,body,470.0,440.0,-10.0,31,1
1016,477440,349.0,19,207,0.052303,0.6063,True,False,body,190.0,169.0,-10.0,2,1
1017,478027,866.0,48,587,0.052287,0.6057,True,False,body,480.0,396.0,-10.0,35,1
1018,478501,780.0,43,474,0.052273,0.6351,True,False,body,430.0,360.0,-10.0,23,1
1019,479133,926.0,47,632,0.052255,0.6203,True,False,wall,470.0,466.0,-10.0,60,1
1020,479786,966.0,48,653,0.052237,0.5954,True,False,body,480.0,496.0,-10.0,58,1
1021,480555,1029.0,55,769,0.052215,0.6034,True,False,body,550.0,489.0,-10.0,68,1
1022,481160,905.0,47,605,0.052199,0.6069,True,False,body,470.0,445.0,-10.0,40,1
1023,481697,833.0,45,537,0.052184,0.6009,True,False,body,450.0,393.0,-10.0,38,1
1024,482491,1007.0,54,794,0.052162,0.606,True,False,body,540.0,477.0,-10.0,77,1
1025,483030,790.0,40,539,0.052148,0.6102,True,False,body,400.0,400.0,-10.0,32,1
1026,483877,1118.0,58,847,0.052125,0.638,True,False,body,580.0,548.0,-10.0,86,1
1027,484581,1056.0,57,704,0.052107,0.6379,True,False,body,570.0,496.0,-10.0,58,1
1028,485012,645.0,35,431,0.052095,0.6353,True,False,body,350.0,305.0,-10.0,23,1
1029,485892,1025.0,56,880,0.052072,0.6312,True,False,body,560.0,475.0,-10.0,125,1
1030,486357,640.0,32,465,0.05206,0.6536,True,False,body,320.0,330.0,-10.0,40,1
1031,486788,720.0,38,431,0.052049,0.6584,True,False,wall,380.0,350.0,-10.0,10,1
1032,487051,411.0,23,263,0.052043,0.6506,True,False,body,230.0,191.0,-10.0,13,1
1033,487244,325.0,17,193,0.052038,0.6378,True,False,body,170.0,165.0,-10.0,4,1
1034,487975,1091.0,55,731,0.052019,0.6369,True,False,body,550.0,551.0,-10.0,33,1
1035,488833,1097.0,56,858,0.051998,0.6412,True,False,body,560.0,547.0,-10.0,66,1
1036,489323,861.0,48,490,0.051985,0.6442,True,False,body,480.0,391.0,-10.0,16,1
1037,489895,864.0,43,572,0.051971,0.6373,True,False,body,430.0,444.0,-10.0,35,1
1038,490463,834.0,45,568,0.051957,0.6213,True,False,body,450.0,394.0,-10.0,42,1
1039,491142,1062.0,54,679,0.051941,0.6282,True,False,body,540.0,532.0,-10.0,37,1
1040,491405,436.0,22,263,0.051934,0.6508,True,False,body,220.0,226.0,-10.0,3,1
1041,491765,568.0,29,360,0.051926,0.6463,True,False,body,290.0,288.0,-10.0,21,1
1042,492280,803.0,45,515,0.051913,0.6474,True,False,body,450.0,363.0,-10.0,36,1
1043,492939,947.0,47,659,0.051898,0.6507,True,False,body,470.0,487.0,-10.0,51,1
1044,493147,334.0,17,208,0.051893,0.6424,True,False,body,170.0,174.0,-10.0,6,1
1045,494002,1101.0,55,855,0.051873,0.6479,True,False,body,550.0,561.0,-10.0,54,1
1046,494593,851.0,45,591,0.051859,0.6566,True,False,body,450.0,411.0,-10.0,40,1
1047,495306,1031.0,51,713,0.051842,0.6718,True,False,body,510.0,531.0,-10.0,51,1
1048,496346,1313.0,66,1040,0.051819,0.6915,True,False,body,660.0,663.0,-10.0,105,1
1049,496874,864.0,45,528,0.051807,0.7218,True,False,body,450.0,424.0,-10.0,22,1
1050,497290,717.0,38,416,0.051797,0.7237,True,False,body,380.0,347.0,-10.0,6,1
1051,497685,612.0,34,395,0.051788,0.7206,True,False,body,340.0,282.0,-10.0,13,1
1052,498277,867.0,44,592,0.051775,0.7334,True,False,body,440.0,437.0,-10.0,28,1
1053,498673,628.0,33,396,0.051766,0.7369,True,False,wall,330.0,308.0,-10.0,19,1
1054,498939,492.0,29,266,0.051761,0.7337,True,False,body,290.0,212.0,-10.0,7,1
1055,499563,979.0,48,624,0.051747,0.7298,True,False,body,480.0,509.0,-10.0,33,1
1056,499774,366.0,20,211,0.051742,0.7296,True,False,body,200.0,176.0,-10.0,10,1
1057,500000,410.0,22,226,0.051737,0.7013,False,False,budget_cutoff,220.0,190.0,0.0,5,0
