episode,env_steps_total,episode_reward,score,survival_steps,epsilon,loss_mean,terminated,truncated,death_reason,fruit_reward_sum,distance_shaping_reward_sum,death_penalty_sum
0,54,6.0,1,54,0.949487,0.0,True,False,wall,10.0,6.0,-10.0
1,109,-14.0,0,55,0.948965,0.0,True,False,wall,0.0,-4.0,-10.0
2,149,-17.0,0,40,0.948586,0.0,True,False,wall,0.0,-7.0,-10.0
3,174,-18.0,0,25,0.948348,0.0,True,False,wall,0.0,-8.0,-10.0
4,227,-12.0,0,53,0.947846,0.0,True,False,wall,0.0,-2.0,-10.0
5,269,-17.0,0,42,0.947448,3.1804,True,False,wall,0.0,-7.0,-10.0
6,299,15.0,2,30,0.947164,2.8063,True,False,wall,20.0,5.0,-10.0
7,321,-5.0,0,22,0.946955,11.3273,True,False,wall,0.0,5.0,-10.0
8,358,-12.0,0,37,0.946605,39.7178,True,False,wall,0.0,-2.0,-10.0
9,397,-3.0,1,39,0.946236,7.9887,True,False,wall,10.0,-3.0,-10.0
10,470,-10.0,0,73,0.945545,4.6145,True,False,wall,0.0,0.0,-10.0
11,540,2.0,1,70,0.944884,3.5884,True,False,wall,10.0,2.0,-10.0
12,567,3.0,1,27,0.944629,4.0749,True,False,wall,10.0,3.0,-10.0
13,654,-16.0,0,87,0.943807,4.0951,True,False,wall,0.0,-6.0,-10.0
14,675,-16.0,0,21,0.943609,3.698,True,False,wall,0.0,-6.0,-10.0
15,753,-13.0,0,78,0.942873,3.0966,True,False,wall,0.0,-3.0,-10.0
16,772,-18.0,0,19,0.942694,2.7199,True,False,wall,0.0,-8.0,-10.0
17,828,-15.0,0,56,0.942166,3.4276,True,False,wall,0.0,-5.0,-10.0
18,905,-14.0,0,77,0.941441,3.6594,True,False,wall,0.0,-4.0,-10.0
19,943,-15.0,0,38,0.941084,3.336,True,False,wall,0.0,-5.0,-10.0
20,1082,-6.0,0,139,0.939776,3.7623,True,False,wall,0.0,4.0,-10.0
21,1146,-11.0,0,64,0.939175,5.8713,True,False,wall,0.0,-1.0,-10.0
22,1163,-20.0,0,17,0.939015,4.5705,True,False,wall,0.0,-10.0,-10.0
23,1247,-23.0,0,84,0.938227,7.916,True,False,wall,0.0,-13.0,-10.0
24,1268,3.0,1,21,0.93803,9.2606,True,False,wall,10.0,3.0,-10.0
25,1314,-17.0,0,46,0.937599,10.7282,True,False,wall,0.0,-7.0,-10.0
26,1348,-11.0,0,34,0.93728,12.5386,True,False,wall,0.0,-1.0,-10.0
27,1410,-21.0,0,62,0.936699,11.8924,True,False,wall,0.0,-11.0,-10.0
28,1457,-18.0,0,47,0.936259,9.9995,True,False,wall,0.0,-8.0,-10.0
29,1491,-2.0,1,34,0.935941,9.0288,True,False,wall,10.0,-2.0,-10.0
30,1632,1.0,1,141,0.934622,11.481,True,False,wall,10.0,1.0,-10.0
31,1648,-19.0,0,16,0.934472,9.3545,True,False,wall,0.0,-9.0,-10.0
32,1701,-18.0,0,53,0.933977,7.5763,True,False,wall,0.0,-8.0,-10.0
33,1717,-11.0,0,16,0.933828,6.0676,True,False,wall,0.0,-1.0,-10.0
34,1788,-3.0,1,71,0.933165,5.618,True,False,wall,10.0,-3.0,-10.0
35,1821,-22.0,0,33,0.932857,3.9079,True,False,wall,0.0,-12.0,-10.0
36,1841,-17.0,0,20,0.932671,6.1809,True,False,wall,0.0,-7.0,-10.0
37,1864,-14.0,0,23,0.932456,4.5344,True,False,wall,0.0,-4.0,-10.0
38,1885,-14.0,0,21,0.93226,4.0384,True,False,wall,0.0,-4.0,-10.0
39,1898,-4.0,0,13,0.932139,3.0298,True,False,wall,0.0,6.0,-10.0
40,1946,-9.0,0,48,0.931692,3.2136,True,False,wall,0.0,1.0,-10.0
41,1976,-19.0,0,30,0.931412,3.2448,True,False,wall,0.0,-9.0,-10.0
42,2005,-4.0,0,29,0.931142,2.9298,True,False,wall,0.0,6.0,-10.0
43,2019,-3.0,0,14,0.931012,4.5959,True,False,wall,0.0,7.0,-10.0
44,2051,-19.0,0,32,0.930714,3.5174,True,False,wall,0.0,-9.0,-10.0
45,2078,-6.0,0,27,0.930463,3.0074,True,False,wall,0.0,4.0,-10.0
46,2097,-18.0,0,19,0.930286,2.4895,True,False,wall,0.0,-8.0,-10.0
47,2155,-7.0,0,58,0.929747,2.2909,True,False,wall,0.0,3.0,-10.0
48,2193,6.0,1,38,0.929393,2.7843,True,False,wall,10.0,6.0,-10.0
49,2214,-14.0,0,21,0.929198,2.8768,True,False,wall,0.0,-4.0,-10.0
50,2271,-14.0,0,57,0.928669,2.1971,True,False,wall,0.0,-4.0,-10.0
51,2310,-8.0,0,39,0.928307,2.5721,True,False,wall,0.0,2.0,-10.0
52,2339,-16.0,0,29,0.928037,3.0053,True,False,wall,0.0,-6.0,-10.0
53,2361,-11.0,0,22,0.927833,2.8104,True,False,wall,0.0,-1.0,-10.0
54,2426,-2.0,0,65,0.92723,2.4549,True,False,wall,0.0,8.0,-10.0
55,2548,-13.0,0,122,0.9261,3.0192,True,False,wall,0.0,-3.0,-10.0
56,2564,-21.0,0,16,0.925952,2.9858,True,False,wall,0.0,-11.0,-10.0
57,2658,-3.0,0,94,0.925082,2.1687,True,False,wall,0.0,7.0,-10.0
58,2692,-5.0,0,34,0.924767,2.2205,True,False,wall,0.0,5.0,-10.0
59,2704,-15.0,0,12,0.924656,1.9573,True,False,wall,0.0,-5.0,-10.0
60,2788,-11.0,0,84,0.92388,1.8926,True,False,wall,0.0,-1.0,-10.0
61,2806,-11.0,0,18,0.923714,1.9081,True,False,wall,0.0,-1.0,-10.0
62,2844,-15.0,0,38,0.923363,2.0202,True,False,wall,0.0,-5.0,-10.0
63,2866,-9.0,0,22,0.923159,2.0932,True,False,wall,0.0,1.0,-10.0
64,2903,-16.0,0,37,0.922818,1.6271,True,False,wall,0.0,-6.0,-10.0
65,2934,0.0,0,31,0.922532,1.8205,True,False,wall,0.0,10.0,-10.0
66,2989,-8.0,0,55,0.922025,2.0924,True,False,wall,0.0,2.0,-10.0
67,3036,-3.0,1,47,0.921591,2.2202,True,False,wall,10.0,-3.0,-10.0
68,3061,7.0,1,25,0.921361,2.3803,True,False,wall,10.0,7.0,-10.0
69,3106,-12.0,0,45,0.920947,2.1462,True,False,wall,0.0,-2.0,-10.0
70,3138,-9.0,0,32,0.920652,2.1182,True,False,wall,0.0,1.0,-10.0
71,3179,-14.0,0,41,0.920274,1.5971,True,False,wall,0.0,-4.0,-10.0
72,3258,-16.0,0,79,0.919548,1.4446,True,False,wall,0.0,-6.0,-10.0
73,3287,-12.0,0,29,0.919281,1.5199,True,False,wall,0.0,-2.0,-10.0
74,3338,-18.0,0,51,0.918812,1.8742,True,False,wall,0.0,-8.0,-10.0
75,3466,6.0,1,128,0.917637,1.9307,True,False,wall,10.0,6.0,-10.0
76,3504,-2.0,1,38,0.917288,1.5514,True,False,wall,10.0,-2.0,-10.0
77,3517,-8.0,0,13,0.917169,1.764,True,False,wall,0.0,2.0,-10.0
78,3551,-19.0,0,34,0.916857,1.5901,True,False,wall,0.0,-9.0,-10.0
79,3585,12.0,1,34,0.916546,1.5406,True,False,wall,10.0,12.0,-10.0
80,3641,8.0,1,56,0.916033,1.4,True,False,wall,10.0,8.0,-10.0
81,3688,-12.0,0,47,0.915602,1.4785,True,False,wall,0.0,-2.0,-10.0
82,3711,-12.0,0,23,0.915392,1.5534,True,False,wall,0.0,-2.0,-10.0
83,3722,-12.0,0,11,0.915291,1.8212,True,False,wall,0.0,-2.0,-10.0
84,3811,28.0,2,89,0.914477,1.359,True,False,wall,20.0,18.0,-10.0
85,3839,-15.0,0,28,0.914221,1.3386,True,False,wall,0.0,-5.0,-10.0
86,3866,-6.0,0,27,0.913974,1.7257,True,False,wall,0.0,4.0,-10.0
87,3954,-15.0,0,88,0.91317,1.6124,True,False,wall,0.0,-5.0,-10.0
88,3972,0.0,1,18,0.913006,1.2943,True,False,wall,10.0,0.0,-10.0
89,4000,-11.0,0,28,0.91275,1.3607,True,False,wall,0.0,-1.0,-10.0
90,4036,-7.0,0,36,0.912421,1.6468,True,False,wall,0.0,3.0,-10.0
91,4072,-17.0,0,36,0.912093,1.5674,True,False,wall,0.0,-7.0,-10.0
92,4108,8.0,1,36,0.911765,1.5485,True,False,wall,10.0,8.0,-10.0
93,4140,-13.0,0,32,0.911473,1.5223,True,False,wall,0.0,-3.0,-10.0
94,4250,-15.0,0,110,0.910471,1.8519,True,False,wall,0.0,-5.0,-10.0
95,4345,-8.0,0,95,0.909606,1.4683,True,False,wall,0.0,2.0,-10.0
96,4399,-2.0,1,54,0.909115,1.4295,True,False,wall,10.0,-2.0,-10.0
97,4442,-8.0,0,43,0.908725,1.5797,True,False,wall,0.0,2.0,-10.0
