episode,env_steps_total,score,rollout
2458,434176,35,212
2459,434176,27,212
2460,434176,12,212
2461,436224,33,213
2462,436224,33,213
2463,436224,18,213
2464,436224,31,213
2465,436224,15,213
2466,436224,28,213
2467,436224,11,213
2468,436224,6,213
2469,438272,20,214
2470,438272,17,214
2471,438272,23,214
2472,438272,21,214
2473,438272,12,214
2474,438272,16,214
2475,438272,16,214
2476,438272,9,214
2477,438272,19,214
2478,438272,8,214
2479,440320,14,215
2480,440320,25,215
2481,440320,27,215
2482,440320,21,215
2483,440320,21,215
2484,440320,22,215
2485,440320,21,215
2486,442368,12,216
2487,442368,20,216
2488,442368,28,216
2489,442368,26,216
2490,442368,28,216
2491,442368,25,216
2492,442368,26,216
2493,444416,34,217
2494,444416,31,217
2495,444416,14,217
2496,444416,22,217
2497,444416,11,217
2498,444416,13,217
2499,444416,20,217
2500,444416,19,217
2501,446464,31,218
2502,446464,21,218
2503,446464,15,218
2504,446464,23,218
2505,446464,22,218
2506,446464,27,218
2507,446464,26,218
2508,448512,22,219
2509,448512,11,219
2510,448512,13,219
2511,448512,10,219
2512,448512,13,219
2513,448512,19,219
2514,448512,21,219
2515,448512,21,219
2516,448512,22,219
2517,448512,21,219
2518,450560,13,220
2519,450560,24,220
2520,450560,33,220
2521,450560,14,220
2522,450560,29,220
2523,450560,21,220
2524,450560,22,220
2525,450560,13,220
2526,452608,34,221
2527,452608,22,221
2528,452608,28,221
2529,452608,22,221
2530,452608,13,221
2531,452608,28,221
2532,452608,23,221
2533,454656,20,222
2534,454656,16,222
2535,454656,18,222
2536,454656,30,222
2537,454656,10,222
2538,454656,18,222
2539,454656,21,222
2540,454656,27,222
2541,454656,19,222
2542,456704,19,223
2543,456704,10,223
2544,456704,21,223
2545,456704,28,223
2546,456704,27,223
2547,456704,25,223
2548,456704,7,223
2549,456704,22,223
2550,458752,15,224
2551,458752,17,224
2552,458752,28,224
2553,458752,17,224
2554,458752,36,224
2555,458752,20,224
2556,458752,18,224
2557,458752,12,224
2558,460800,17,225
2559,460800,16,225
2560,460800,11,225
2561,460800,33,225
2562,460800,11,225
2563,460800,30,225
2564,460800,15,225
2565,460800,29,225
2566,462848,37,226
2567,462848,16,226
2568,462848,8,226
2569,462848,13,226
2570,462848,24,226
2571,462848,18,226
2572,462848,28,226
2573,462848,15,226
2574,464896,27,227
2575,464896,28,227
2576,464896,19,227
2577,464896,10,227
2578,464896,9,227
2579,464896,20,227
2580,464896,12,227
2581,464896,24,227
2582,464896,11,227
2583,464896,27,227
2584,466944,26,228
2585,466944,14,228
2586,466944,21,228
2587,466944,14,228
2588,466944,22,228
2589,466944,20,228
2590,466944,18,228
2591,466944,25,228
2592,468992,16,229
2593,468992,34,229
2594,468992,19,229
2595,468992,24,229
2596,468992,28,229
2597,468992,20,229
2598,468992,22,229
2599,471040,11,230
2600,471040,17,230
2601,471040,29,230
2602,471040,10,230
2603,471040,27,230
2604,471040,31,230
2605,471040,24,230
2606,471040,7,230
2607,473088,21,231
2608,473088,19,231
2609,473088,11,231
2610,473088,19,231
2611,473088,16,231
2612,473088,38,231
2613,473088,27,231
2614,473088,18,231
2615,475136,21,232
2616,475136,10,232
2617,475136,11,232
2618,475136,23,232
2619,475136,14,232
2620,475136,34,232
2621,475136,17,232
2622,475136,22,232
2623,475136,25,232
2624,477184,17,233
2625,477184,23,233
2626,477184,13,233
2627,477184,28,233
2628,477184,34,233
2629,477184,26,233
2630,477184,19,233
2631,479232,13,234
2632,479232,24,234
2633,479232,28,234
2634,479232,18,234
2635,479232,30,234
2636,479232,28,234
2637,479232,23,234
2638,479232,14,234
2639,481280,30,235
2640,481280,16,235
2641,481280,20,235
2642,481280,22,235
2643,481280,25,235
2644,481280,27,235
2645,481280,5,235
2646,483328,20,236
2647,483328,28,236
2648,483328,26,236
2649,483328,21,236
2650,483328,18,236
2651,483328,23,236
2652,483328,27,236
2653,483328,4,236
2654,485376,29,237
2655,485376,23,237
2656,485376,8,237
2657,485376,20,237
2658,485376,29,237
2659,485376,17,237
2660,485376,21,237
2661,485376,14,237
2662,485376,18,237
2663,487424,13,238
2664,487424,26,238
2665,487424,27,238
2666,487424,17,238
2667,487424,25,238
2668,487424,14,238
2669,487424,32,238
2670,487424,16,238
2671,489472,17,239
2672,489472,9,239
2673,489472,11,239
2674,489472,30,239
2675,489472,30,239
2676,489472,32,239
2677,489472,28,239
2678,491520,13,240
2679,491520,24,240
2680,491520,29,240
2681,491520,17,240
2682,491520,31,240
2683,491520,21,240
2684,491520,21,240
2685,491520,13,240
2686,493568,20,241
2687,493568,15,241
2688,493568,25,241
2689,493568,26,241
2690,493568,21,241
2691,493568,18,241
2692,493568,19,241
2693,493568,25,241
2694,495616,10,242
2695,495616,29,242
2696,495616,18,242
2697,495616,36,242
2698,495616,13,242
2699,495616,18,242
2700,495616,30,242
2701,495616,19,242
2702,497664,22,243
2703,497664,28,243
2704,497664,14,243
2705,497664,18,243
2706,497664,32,243
2707,497664,20,243
2708,497664,20,243
2709,497664,7,243
2710,499712,22,244
2711,499712,23,244
2712,499712,21,244
2713,499712,18,244
2714,499712,21,244
2715,499712,31,244
2716,499712,16,244
2717,499712,7,244
2718,499712,32,244
2719,501760,16,245
2720,501760,22,245
2721,501760,18,245
2722,501760,31,245
2723,501760,22,245
2724,501760,28,245
2725,501760,37,245
