episode,env_steps_total,episode_reward,score,survival_steps,epsilon,loss_mean,terminated,truncated,death_reason,fruit_reward_sum,distance_shaping_reward_sum,death_penalty_sum
159,7492,-6.0,0,19,0.881427,1.9279,True,False,wall,0.0,4.0,-10.0
160,7514,4.0,1,22,0.881233,2.0513,True,False,wall,10.0,4.0,-10.0
161,7525,-18.0,0,11,0.881136,2.175,True,False,wall,0.0,-8.0,-10.0
162,7577,-3.0,0,52,0.880678,1.9418,True,False,wall,0.0,7.0,-10.0
163,7632,-8.0,0,55,0.880194,1.586,True,False,wall,0.0,2.0,-10.0
164,7678,-7.0,0,46,0.879789,1.8437,True,False,wall,0.0,3.0,-10.0
165,7725,-10.0,0,47,0.879375,1.5969,True,False,wall,0.0,0.0,-10.0
166,7756,-4.0,0,31,0.879103,1.7604,True,False,wall,0.0,6.0,-10.0
167,7837,-6.0,0,81,0.878391,1.6179,True,False,wall,0.0,4.0,-10.0
168,7913,8.0,1,76,0.877724,1.6327,True,False,wall,10.0,8.0,-10.0
169,7957,10.0,1,44,0.877338,1.7473,True,False,wall,10.0,10.0,-10.0
170,8022,5.0,1,65,0.876768,1.7568,True,False,wall,10.0,5.0,-10.0
171,8069,30.0,2,47,0.876356,1.7977,True,False,wall,20.0,20.0,-10.0
172,8086,-8.0,0,17,0.876207,1.6673,True,False,wall,0.0,2.0,-10.0
173,8115,-2.0,0,29,0.875953,2.0853,True,False,wall,0.0,8.0,-10.0
174,8182,-6.0,0,67,0.875366,1.7023,True,False,wall,0.0,4.0,-10.0
175,8223,-10.0,0,41,0.875007,2.1284,True,False,wall,0.0,0.0,-10.0
176,8267,8.0,1,44,0.874622,1.9992,True,False,wall,10.0,8.0,-10.0
177,8377,-13.0,0,110,0.873661,2.5549,True,False,wall,0.0,-3.0,-10.0
178,8392,-16.0,0,15,0.87353,3.3031,True,False,wall,0.0,-6.0,-10.0
179,8474,-17.0,0,82,0.872814,2.3157,True,False,wall,0.0,-7.0,-10.0
180,8508,-5.0,0,34,0.872517,1.8038,True,False,wall,0.0,5.0,-10.0
181,8604,-17.0,0,96,0.87168,1.6566,True,False,wall,0.0,-7.0,-10.0
182,8683,-4.0,0,79,0.870991,2.0355,True,False,wall,0.0,6.0,-10.0
183,8741,-13.0,0,58,0.870486,1.7785,True,False,wall,0.0,-3.0,-10.0
184,8834,-16.0,0,93,0.869677,1.9547,True,False,wall,0.0,-6.0,-10.0
185,8909,-18.0,0,75,0.869025,3.0319,True,False,wall,0.0,-8.0,-10.0
